handle,user_name,description_short,avatar,followers,following,log_followers,log_following,ff_ratio,account_age_days,has_bio,has_location,bio_stance_score,bio_account_type,avatar_type,avatar_national_symbol,xpoz_verified,xpoz_inauthentic_prob,xpoz_inauthentic_type,xpoz_avg_tweets_day
nobodyudlike,nobody you’d like,"Don’t DM me. Don’t interact with me if you’re a soy boy Save us both, be quiet, I’m sick of you tattling to twatter. Lib anger feeds my beast, fair warning.",https://pbs.twimg.com/profile_images/1820670654318014464/14Yospy5_normal.jpg,263,173,5.575949103146316,5.159055299214529,1.5114942528735633,1329,True,True,2,individual,cartoon_or_illustration,False,True,0.3955010128760129,REAL HUMAN,0.2
wscraidy,Scraidy Wolf,It's not what you or I believe. What matters is what they believe.,https://pbs.twimg.com/profile_images/1974373162549981189/9IrV0uFX_normal.jpg,262,176,5.572154032177765,5.176149732573829,1.4802259887005649,1074,True,False,2,anonymous_or_no_info,default_or_empty,False,False,,,
blacktempar,Champion of the Great Lakes☪️,"A king's duty is to his people, for without the people a king is nothing.

☪️🇵🇸🇾🇪🔻",https://pbs.twimg.com/profile_images/1882536847311593472/iFwXKwtv_normal.jpg,262,377,5.572154032177765,5.934894195619588,0.6931216931216931,882,True,True,2,individual,cartoon_or_illustration,False,False,,,
dowlphin,Dᴏᴡʟᴘʜᴡɪɴ 🥷🖋️🖋️🖋️🇵🇸,Life artist ▌guide & seeker ▌student & teacher (a preacher with less PR and more tea) ▌pantheist & puntheist & pontheist ▌attack roflcopter (meme/🧂mine) ▌IDEK,https://pbs.twimg.com/profile_images/953886934841151493/09yhL91h_normal.jpg,257,59,5.552959584921617,4.0943445622221,4.283333333333333,4195,True,True,2,individual,cartoon_or_illustration,False,False,,,
adinbuck,Adin Buck,,https://pbs.twimg.com/profile_images/1807267535286575104/Y0An2W2q_normal.jpg,257,428,5.552959584921617,6.061456918928017,0.5990675990675991,1393,False,True,1,anonymous_or_no_info,default_or_empty,False,False,,,
viralvideonews3,Viral Video News,"Daily global news scoops: geopolitics, world records & more. Unbiased updates. #ViralVideoNews

Follow for real-time alerts",https://pbs.twimg.com/profile_images/1978488663903207424/XmATSUAo_normal.jpg,257,16,5.552959584921617,2.833213344056216,15.117647058823529,2912,True,True,2,journalist_or_media,cartoon_or_illustration,False,False,0.3626734393057923,REAL HUMAN,0.7
debater63,Farid,"Qualified engineer with interest in people’s history, economy and psychology. A socialist proud of a historical heritage of socialism in the U.K.",https://pbs.twimg.com/profile_images/1605971079364755456/07tlDlD9_normal.jpg,255,306,5.545177444479562,5.726847747587197,0.8306188925081434,1094,True,False,2,individual,cartoon_or_illustration,False,False,,,
rjmitchell36,R. J. Mitchell,,https://pbs.twimg.com/profile_images/1761181243062763520/ySSkIPM6_normal.jpg,247,441,5.5134287461649825,6.091309882077698,0.5588235294117647,818,False,True,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.8755271307639728,BOT-LIKE ACTIVITY,0.03
bulgarianstoic,Avgust 🇧🇬,Exposing media lies.,https://pbs.twimg.com/profile_images/1768942197703880705/4a2tty-e_normal.jpg,247,91,5.5134287461649825,4.5217885770490405,2.6847826086956523,747,True,False,2,anonymous_or_no_info,real_person_photo,False,False,0.37281751908222494,REAL HUMAN,0.4
anthonyyeehaw,Anthony John,,https://pbs.twimg.com/profile_images/1760474088446017536/FBJzHET__normal.jpg,247,0,5.5134287461649825,0.0,247.0,1322,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
davidowens43,David Owens,"Wirral, England.
Sometime writer, alleged poet.
Physics dropout.
Also on Gab @davidowens65.",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,246,408,5.5093883366279774,6.013715156042802,0.6014669926650367,1753,True,False,2,individual,default_or_empty,False,False,0.6732223887223888,BOT-LIKE ACTIVITY,1.03
cdnshawn,CdnShawn,,https://pbs.twimg.com/profile_images/1856348671165489152/DCbxHa8t_normal.jpg,246,277,5.5093883366279774,5.627621113690637,0.8848920863309353,486,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.8226795500251382,BOT-LIKE ACTIVITY,0.7
lshinov,L. SHIN,,https://pbs.twimg.com/profile_images/1625109319795503104/q83ZGf1i_normal.jpg,246,155,5.5093883366279774,5.049856007249537,1.5769230769230769,1376,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.4232679820179822,REAL HUMAN,0.33
generalfluffyz,General Fluffy Pillows,"Power is taken, not given. 

Niccolo Machiavelli
No one ever listens to John Rambo.
Antifa are the gay ISIS.
Middle class Bohemian fans acting tough makes me 😆",https://pbs.twimg.com/profile_images/1982158103190618112/LGOI5RGK_normal.jpg,244,118,5.501258210544727,4.77912349311153,2.0504201680672267,268,True,True,2,individual,default_or_empty,False,False,,,
fredmisdom,Fred J Misdom,If something is important enough......this tech has more than 40 yrs peer reviewed science verifying its efficacy. Should be in common use by now. https://t.co/C2BXoVpCHJ,https://pbs.twimg.com/profile_images/1619360140444196864/iLDUbNeX_normal.jpg,243,146,5.497168225293202,4.990432586778736,1.653061224489796,1459,True,True,2,individual,real_person_photo,False,False,,,
jacobp32213953,Jacob P,I et land med frihed skal befolkningen ikke være bange for magthaverne. Magthaverne skal være bange for befolkningen. Ræk staten en lillefinger og den ...,https://pbs.twimg.com/profile_images/1243859644763770881/SYKYXQI__normal.jpg,243,49,5.497168225293202,3.912023005428146,4.86,2149,True,False,2,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
snowhit05795585,snowhite,The most rewarding job in my life has been raising my beautiful children.,https://pbs.twimg.com/profile_images/1740472936371240960/jiFnuQdx_normal.jpg,242,209,5.493061443340548,5.3471075307174685,1.1523809523809523,1796,True,False,1,individual,default_or_empty,False,False,,,
pericpete,Ryan The Seeker,,https://pbs.twimg.com/profile_images/1747157449059209216/PjnAbCki_normal.jpg,241,229,5.488937726156687,5.438079308923196,1.0478260869565217,699,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
ducati853b,W.S. Schuessler,,https://pbs.twimg.com/profile_images/1757307589262544896/sK57ZmRR_normal.png,240,32,5.484796933490655,3.4965075614664802,7.2727272727272725,693,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
elroyscat,Botchvinik,"Simple man w/ a diverse collection of interests.  Lover of nature, freedom, science, common sense.  Here to learn, stay informed, and push back against lunacy.",https://pbs.twimg.com/profile_images/1954800235034849281/XcKIS0mA_normal.jpg,240,464,5.484796933490655,6.142037405587356,0.5161290322580645,1432,True,True,2,individual,default_or_empty,False,False,,,
sriabhigyan,Abhigyan,"Tech, Culture, Geopolitics through an Indian Lens 🌍| 
Exploring Leadership, Diversity & Innovation for Global Harmony | Voice for Clarity |
RT≠Endorsement",https://pbs.twimg.com/profile_images/1922519004792451072/Tr7xVg_d_normal.jpg,239,105,5.480638923341991,4.663439094112067,2.2547169811320753,5600,True,True,2,individual,real_person_photo,False,False,,,
sierra182papa,Long-eared Galoot,Pride comes before the fall,https://pbs.twimg.com/profile_images/1926291372387999744/XrJ4VtsH_normal.jpg,235,91,5.4638318050256105,4.5217885770490405,2.5543478260869565,699,True,False,2,anonymous_or_no_info,cartoon_or_illustration,False,False,0.7420685393038333,BOT-LIKE ACTIVITY,0.33
rn2045328438804,Enderbock,,https://pbs.twimg.com/profile_images/1937606956887277568/4D8sGQIQ_normal.jpg,234,68,5.459585514144159,4.23410650459726,3.391304347826087,195,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
nigertin,Nigeltin,"Remigracionista /// Profeta da conspiração: ✡️ EST ///  Anti 25 de Abril em 🇵🇹, 🇮🇹. /// Tio, Sir Mosley, Dr. Salazar e MEP Grzegorz Braun 👍",https://pbs.twimg.com/profile_images/1879312052113620992/yQYwBAOZ_normal.jpg,233,325,5.455321115357702,5.786897381366708,0.7147239263803681,486,True,True,2,individual,real_person_photo,False,False,,,
dannymagohe,mwikoma oseronga,,https://pbs.twimg.com/profile_images/1567404557243760641/LA6tPTma_normal.jpg,231,263,5.44673737166631,5.575949103146316,0.875,3147,False,True,1,anonymous_or_no_info,real_person_photo,False,False,,,
kuuffi,Raakamunakas,"Tutkija ja kaiken asiantuntija.
Kannatan eroa EU:sta, Natosta, WHO:sta, Eurosta ja pariisin ilmastosopimuksesta. 
Globalismille loppu!",https://pbs.twimg.com/profile_images/1890397673099788288/44O0LUrh_normal.jpg,230,184,5.442417710521793,5.220355825078324,1.2432432432432432,3007,True,True,3,individual,default_or_empty,False,False,,,
de44797,₱äπth,Truth is always bitter and sometimes funny. And Sarcasm is one of my thing.,https://pbs.twimg.com/profile_images/1827023419822551040/ly_WaHHO_normal.jpg,229,346,5.438079308923196,5.849324779946859,0.659942363112392,462,True,False,1,individual,default_or_empty,False,False,,,
checkingmada198,checking Mada,,https://pbs.twimg.com/profile_images/1969813266969878528/OrkPz1_u_normal.jpg,229,36,5.438079308923196,3.6109179126442243,6.1891891891891895,4205,False,True,1,anonymous_or_no_info,default_or_empty,False,False,,,
bacinschim666,mike bacinschi,,https://pbs.twimg.com/profile_images/1900974142121537536/OiKhMpHX_normal.jpg,228,102,5.43372200355424,4.634728988229636,2.2135922330097086,234,False,False,1,anonymous_or_no_info,real_person_photo,False,True,0.5835931984681985,REAL HUMAN,0.77
yvesjordan16,yves jordan,indépendant,https://pbs.twimg.com/profile_images/1814857782534811648/-rYzdF4N_normal.jpg,226,342,5.424950017481403,5.8377304471659395,0.6588921282798834,2109,True,False,1,individual,real_person_photo,False,False,0.7092003413253413,BOT-LIKE ACTIVITY,0.03
wer1being,Sovereign Being,Free speech censors have never been the good guys. United we stand Divided we fall. Question Everything. I would rather wear a tin foil hat than a Blind fold?,https://pbs.twimg.com/profile_images/1873486118110302208/SkP2CBpU_normal.jpg,226,381,5.424950017481403,5.945420608606575,0.5916230366492147,5234,True,True,2,individual,cartoon_or_illustration,False,False,,,
physkons,Albedo42,,https://pbs.twimg.com/profile_images/1914731080541773824/_YHjnJVG_normal.jpg,225,220,5.420534999272286,5.3981627015177525,1.0180995475113122,237,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
forumforthought,ForumForThought,"ForumForThought is a forum for discussion of thoughts, perspectives, and view points pertaining to all things that connect us.",https://pbs.twimg.com/profile_images/1595207511845801984/7eCcFqIC_normal.jpg,224,315,5.41610040220442,5.755742213586912,0.7088607594936709,1139,True,False,1,organization,cartoon_or_illustration,False,True,,,
libertasmetus,Eugene van Dyk,,https://pbs.twimg.com/profile_images/1697496623268438017/_ggqwDaI_normal.jpg,220,179,5.3981627015177525,5.19295685089021,1.2222222222222223,835,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
amanwifname,amanwithaname,,https://pbs.twimg.com/profile_images/1823325569867530240/rPIBV9l9_normal.jpg,218,193,5.389071729816501,5.267858159063328,1.1237113402061856,505,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.7243883632707161,BOT-LIKE ACTIVITY,0.17
isalecri9106,isaLecri,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,217,333,5.384495062789089,5.811140992976701,0.6497005988023952,887,False,False,1,anonymous_or_no_info,default_or_empty,False,False,,,
dogeshop1,TheShibangelist,Dogecoin must flow,https://pbs.twimg.com/profile_images/1910460349138006016/Am8bcWya_normal.jpg,216,157,5.37989735354046,5.062595033026967,1.3670886075949367,1684,True,True,1,anonymous_or_no_info,default_or_empty,False,False,0.35329062604062605,REAL HUMAN,0.03
bennylottaz,The Critical Mind,Tesla and spacex fan,https://pbs.twimg.com/profile_images/1556443768110256131/0kbZk-OV_normal.jpg,216,189,5.37989735354046,5.247024072160486,1.1368421052631579,1553,True,False,1,individual,real_person_photo,False,False,,,
abstrajo,Koi,"666 becomes 999
Guide ur focus and you Govern reality",https://pbs.twimg.com/profile_images/1767841392083009536/J03y_P48_normal.jpg,214,66,5.3706380281276624,4.204692619390966,3.1940298507462686,2019,True,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.5578410478410478,REAL HUMAN,2.0
andy_____k,Andy K.,"🇺🇲🇩🇪
Single | childless and enjoy life ☀️🥂⛱️",https://pbs.twimg.com/profile_images/1866916423215230976/WY6PeB2f_normal.jpg,212,40,5.3612921657094255,3.713572066704308,5.170731707317073,419,True,True,1,individual,real_person_photo,False,False,0.6079864335011393,BOT-LIKE ACTIVITY,0.0
realsupercement,SUPER CEMENT ©™ 🇺🇸,Sometimes I described things in advance that were never supposed to happen. And also some more life-sustaining science for those interested.,https://pbs.twimg.com/profile_images/1850556973688696832/3prcKSPf_normal.jpg,208,207,5.342334251964811,5.337538079701318,1.0,818,True,False,1,individual,cartoon_or_illustration,False,False,,,
hindsight2c,hindsight2c,,https://pbs.twimg.com/profile_images/1659005047080976385/_46GaWO4_normal.jpg,208,80,5.342334251964811,4.394449154672439,2.567901234567901,939,False,False,1,anonymous_or_no_info,default_or_empty,False,False,0.7682269364622303,BOT-LIKE ACTIVITY,0.2
jojogyari,Agere Caste,#StandWithPutin🇷🇺 #StandWhitRussia #СлаваРоссии #СВО #Putin #ДоброеУтро #Russia #Zakharova,https://pbs.twimg.com/profile_images/1996857335105437696/lBqfKRV0_normal.jpg,207,209,5.337538079701318,5.3471075307174685,0.9857142857142858,540,True,False,5,anonymous_or_no_info,default_or_empty,False,False,0.5761316045066045,REAL HUMAN,0.1
mic1923,Michael S,,https://pbs.twimg.com/profile_images/1659932134448979968/ajl2U2Qg_normal.png,207,214,5.337538079701318,5.3706380281276624,0.9627906976744186,899,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
martinfish28070,Martin Fisher,,https://pbs.twimg.com/profile_images/1890454422997938176/wJx1cYeW_normal.png,206,125,5.332718793265369,4.836281906951478,1.6349206349206349,293,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
mjafri1214,Mahmood,"""Justice Over Silence, Truth Over Tyranny""",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,205,1,5.327876168789581,0.6931471805599453,102.5,5943,True,True,2,anonymous_or_no_info,default_or_empty,False,True,0.7388749861249859,BOT-LIKE ACTIVITY,9.1
nbrouiller87,Nikolaiy Brouiller,"I never block unless spam, bad faith argumentation and useless troll accounts.

🥋🥊",https://pbs.twimg.com/profile_images/1951930582470197248/gLKS0lAq_normal.jpg,204,269,5.3230099791384085,5.598421958998375,0.7555555555555555,383,True,True,1,individual,real_person_photo,False,False,0.7833121878121877,BOT-LIKE ACTIVITY,1.6
salamonluka,Luka Šalamon,"Economist. Entrepreneur. Christian. Consistent.
Anti-war rightwinger. Realpolitical neorealist.",https://pbs.twimg.com/profile_images/1680971614496645121/qf2px63E_normal.jpg,204,346,5.3230099791384085,5.849324779946859,0.5878962536023055,1133,True,False,3,individual,real_person_photo,False,True,,,
ship_steward,...- - -...!,I was I am I will be,https://pbs.twimg.com/profile_images/1439353061533618179/fr66zHFV_normal.jpg,204,216,5.3230099791384085,5.37989735354046,0.9400921658986175,1730,True,False,1,individual,default_or_empty,False,False,0.7247825714017664,BOT-LIKE ACTIVITY,0.37
cwsuth1,CraigS,"Some people make it happen, some people watch it happen, and some people wonder what happened.",https://pbs.twimg.com/profile_images/1536274037676068864/TFSuGpaf_normal.jpg,203,187,5.318119993844216,5.236441962829949,1.0797872340425532,5474,True,True,1,individual,cartoon_or_illustration,False,True,0.2611046176046176,REAL HUMAN,0.1
alphonns,alphonse,,https://pbs.twimg.com/profile_images/1728788997529280512/Gqzz4UPH_normal.jpg,202,159,5.313205979041787,5.075173815233827,1.2625,5015,False,False,1,anonymous_or_no_info,real_person_photo,False,False,0.5554682590801012,REAL HUMAN,0.87
gl5589118269107,G L,"Milk comes from Mammals.
Juice comes from plants.

If you believe the climate is driven by human CO2 emissions you are an indoctrinated climate fearing nutcase.",https://pbs.twimg.com/profile_images/1955939286987292672/sYDNC-Ec_normal.jpg,201,85,5.308267697401205,4.454347296253507,2.3372093023255816,394,True,False,2,individual,default_or_empty,False,True,,,
spiggzy,spiggz,"Democracy fundamentalist. People are sovereign and can and must take back control from the excess parasitical elites that ruin civilazation, large and small.",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,198,77,5.293304824724492,4.356708826689592,2.5384615384615383,743,True,True,2,individual,default_or_empty,False,True,0.5888230258303788,REAL HUMAN,0.27
mpumphut,Martin Pumphut,,https://pbs.twimg.com/profile_images/1123590058777423872/g7_neI9h_normal.png,197,394,5.288267030694535,5.978885764901122,0.49873417721518987,2649,False,False,1,anonymous_or_no_info,real_person_photo,False,True,0.5910929903429905,REAL HUMAN,0.0
krlttk,tsarT,,https://pbs.twimg.com/profile_images/1828693996/image_normal.jpg,197,298,5.288267030694535,5.700443573390687,0.6588628762541806,5682,False,False,1,anonymous_or_no_info,real_person_photo,False,False,0.3337351398601398,REAL HUMAN,0.17
antemamic82,Ante,,https://pbs.twimg.com/profile_images/1927079178446217216/fplU_eac_normal.jpg,196,161,5.2832037287379885,5.087596335232384,1.2098765432098766,192,False,False,1,anonymous_or_no_info,default_or_empty,False,False,,,
juleslepo66146,jules Lepo,"🇵🇹Portugal, fotografie, MTB, klimatologie",https://pbs.twimg.com/profile_images/1664202721019195394/nBsE3n-P_normal.jpg,195,308,5.278114659230517,5.733341276897746,0.6310679611650486,890,True,False,1,individual,default_or_empty,False,False,,,
d53404,Irene Duffin,"Interests: geopolitics, military history & medicine.",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,191,12,5.2574953720277815,2.5649493574615367,14.692307692307692,592,True,False,1,individual,default_or_empty,False,False,0.7185050398947456,BOT-LIKE ACTIVITY,0.03
thsvndrmr,Thijs van der Meer,,https://pbs.twimg.com/profile_images/682298546/vargas_normal.jpg,190,367,5.25227342804663,5.908082938168931,0.5163043478260869,5783,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
funtomreal,F.T.,,https://pbs.twimg.com/profile_images/1868406242651127808/S8_jfet-_normal.jpg,189,62,5.247024072160486,4.143134726391533,3.0,365,False,False,1,anonymous_or_no_info,default_or_empty,False,False,0.6265617576867577,BOT-LIKE ACTIVITY,0.4
micheldegroen,Michel,,https://pbs.twimg.com/profile_images/1548055229060435969/Uu7H2whQ_normal.jpg,189,245,5.247024072160486,5.5053315359323625,0.7682926829268293,1372,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.6811924741924742,BOT-LIKE ACTIVITY,0.0
ionut_padu10767,Gloriam Romae,"Europaei pro libertate Europae pugnantes

 Europe is for the Europeans 
 Remigration is the only solution in order to Make Europe Great Again.",https://pbs.twimg.com/profile_images/1964786860233728000/q2YIE0Dp_normal.jpg,188,279,5.241747015059643,5.634789603169249,0.6714285714285714,833,True,False,2,anonymous_or_no_info,default_or_empty,False,True,0.8588353035853034,REAL HUMAN,0.17
dammy_richardz,Agbado master,"Culture commentator, Business owner, Entrepreneur.  I have no respects or regard for Tinubu affiliates/supporters/slaves.",https://pbs.twimg.com/profile_images/1604539473794064390/HdnzoETJ_normal.jpg,187,342,5.236441962829949,5.8377304471659395,0.5451895043731778,1983,True,True,1,individual,cartoon_or_illustration,False,False,0.5742397643206467,REAL HUMAN,0.4
best_fisher,Semen,Даос. 自然而已,https://pbs.twimg.com/profile_images/1029458492724264962/sf85qQf-_normal.jpg,186,211,5.231108616854587,5.356586274672012,0.8773584905660378,5380,True,False,1,individual,real_person_photo,False,False,,,
gordonjeffgiles,Jeff Giles,,https://pbs.twimg.com/profile_images/1585602029250117632/HuZPO6NE_normal.jpg,186,155,5.231108616854587,5.049856007249537,1.1923076923076923,1140,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
pstetenfeld,Stetenfeld pascal,,https://pbs.twimg.com/profile_images/1498816567139872768/CNiwy9l__normal.png,186,135,5.231108616854587,4.912654885736052,1.3676470588235294,5733,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
barkerluke77,Luke Barker,here to try and keep the truth alive in a  world full of lies,https://pbs.twimg.com/profile_images/1937008729968295936/RrCln9bp_normal.jpg,185,240,5.225746673713202,5.484796933490655,0.7676348547717843,3798,True,True,2,individual,cartoon_or_illustration,False,True,,,
bigtobes1,Big Tobes ⚠️,Get out,https://pbs.twimg.com/profile_images/1855753450971107328/PTbQUx_h_normal.jpg,183,270,5.214935757608986,5.602118820879701,0.6752767527675276,1352,True,True,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
realrobplumber,Rob😠,,https://pbs.twimg.com/profile_images/1854188390922534913/OQpoPS2W_normal.jpg,183,290,5.214935757608986,5.673323267171493,0.6288659793814433,3615,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
ginamos80192718,Gina Moss,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,183,180,5.214935757608986,5.198497031265826,1.011049723756906,1057,False,False,1,anonymous_or_no_info,default_or_empty,False,False,0.7258979076479075,BOT-LIKE ACTIVITY,0.47
annalussenburg,"Anna Lussenburg, aka the Inconvenient Ironist",Rhyming fables for disillusioned grown-ups. One prophetic sheep. Multiple regrets. Satire lives here.,https://pbs.twimg.com/profile_images/1732569569657778176/ZHHGPBkA_normal.jpg,181,350,5.204006687076795,5.860786223465865,0.5156695156695157,2547,True,True,1,individual,cartoon_or_illustration,False,False,,,
apaiseanta,Anam Paiseanta,"https://t.co/Mt1KNbNHRK REAL social networking
Public Speaker- Voluntaryism
Voluntarist Brotherhood MC 4EVER
Author ""Three Friends Free""
Real Estate Investor",https://pbs.twimg.com/profile_images/1502155537684729857/9aOKYCe0_normal.jpg,181,250,5.204006687076795,5.5254529391317835,0.7211155378486056,1400,True,True,1,individual,cartoon_or_illustration,False,False,,,
1841960akis,Megarian 1960,,https://pbs.twimg.com/profile_images/1729171615651446790/_u5l-RfO_normal.jpg,180,303,5.198497031265826,5.717027701406222,0.5921052631578947,708,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.9325144993894992,BOT-LIKE ACTIVITY,0.07
harja626,James Harver,"He who would live must fight. He who doesn't wish to fight in this world, where permanent struggle is the law of life, has not the right to exist.",https://pbs.twimg.com/profile_images/1965090164344295425/YzjkLzDk_normal.jpg,178,107,5.187385805840755,4.68213122712422,1.6481481481481481,101,True,False,2,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
agesileos,Agesileos,"πάντα δὲ δοκιμάζετε, τὸ καλὸν κατέχετε.",https://pbs.twimg.com/profile_images/1605609628892536835/V_SplwfH_normal.jpg,177,237,5.181783550292085,5.472270673671475,0.7436974789915967,1049,True,True,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.5479650088473619,REAL HUMAN,0.27
davidmitchel11,David Mitchel,"Scorpius Star Defender of The Cosmos, ""Maui;s Hook""",https://pbs.twimg.com/profile_images/1951895512489271296/q2Z9uXnz_normal.jpg,176,226,5.176149732573829,5.424950017481403,0.775330396475771,2202,True,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
kyle_katarn586,Kyle_Katarn_586,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,176,29,5.176149732573829,3.4011973816621555,5.866666666666666,304,False,False,1,anonymous_or_no_info,default_or_empty,False,False,,,
johnmch02,John mchugh,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,175,96,5.170483995038151,4.574710978503383,1.8041237113402062,394,False,False,1,anonymous_or_no_info,default_or_empty,False,False,,,
faveyurix,Fave,,https://pbs.twimg.com/profile_images/1496091399514894336/tjZzqmRr_normal.jpg,175,298,5.170483995038151,5.700443573390687,0.5852842809364549,1393,False,True,1,anonymous_or_no_info,cartoon_or_illustration,False,False,0.768294654906497,BOT-LIKE ACTIVITY,0.0
scott46198555,Scott of the Sarcastic Antarctic 🏴󠁧󠁢󠁥󠁮󠁧󠁿,"Intrepid explorer of the Antarctic.  I also climb mountains, wearing a suit of plate-mail armour, riding a lion.  My pronouns are hehehehe and hmmmmm.  😁",https://pbs.twimg.com/profile_images/1084766792923447296/RTKH00rB_normal.jpg,174,131,5.1647859739235145,4.882801922586371,1.3181818181818181,2556,True,True,1,individual,default_or_empty,False,False,,,
guitartabbs,guitartabbs,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,174,295,5.1647859739235145,5.69035945432406,0.5878378378378378,4658,False,False,1,anonymous_or_no_info,default_or_empty,False,False,0.8845801110654051,BOT-LIKE ACTIVITY,0.27
fionan12,fionan,"Just an aul' wifie, hoping I live in a de-colonised Scotland and finally hold a Scottish passport B4 I go. Perpetual student, love my dogs, people not so much!",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,172,124,5.153291594497779,4.8283137373023015,1.376,4350,True,True,2,individual,default_or_empty,False,False,0.5788641636141636,REAL HUMAN,0.07
brigadier_s6,Vladimir Schwanzende,,https://pbs.twimg.com/profile_images/1197399669283938304/ARRMVVd9_normal.jpg,171,44,5.147494476813453,3.8066624897703196,3.8,5393,False,False,1,anonymous_or_no_info,real_person_photo,False,False,,,
swisssanjeev,Sanjeev Agrawal,"Say what I want and send it out into the ether #HarHarMahadev 
Architect / Farmer",https://pbs.twimg.com/profile_images/1843222405944156160/gtXZ9Q2w_normal.jpg,170,145,5.14166355650266,4.983606621708336,1.1643835616438356,4112,True,True,1,individual,real_person_photo,False,False,,,
robertalmen,Robert Almén,"Numera Akvarellmålare och Animatör. Tidigare Entreprenör och Företagsledare. Handelshögskolan, Tolkskolan och Chelsea School of Art.",https://pbs.twimg.com/profile_images/1228627224254992385/GqK2hD6o_normal.jpg,170,321,5.14166355650266,5.7745515455444085,0.5279503105590062,4592,True,True,1,individual,real_person_photo,False,True,,,
silqueduck,Silky Duck,My other X account with over 600 followers has been permanently banned by this “free speech” platform for suggesting that capital punishment be reinstated,https://pbs.twimg.com/profile_images/947715830560595968/iqEtLt46_normal.jpg,169,127,5.135798437050262,4.852030263919617,1.3203125,5861,True,False,1,individual,cartoon_or_illustration,False,True,0.3617652682285036,REAL HUMAN,0.67
frieden11095996,Selbstgerecht?,"komplexe Sachverhalte aus verschiedenen Aspekten sehen und verstehen, um der Wirklichkeit/Wahrheit möglichst nahe zu kommen.",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,169,87,5.135798437050262,4.477336814478207,1.9204545454545454,1389,True,False,1,individual,default_or_empty,False,True,,,
dragoneyes_001,Dragoneyes Hatesg00gle,,https://pbs.twimg.com/profile_images/1626095181958373377/maHa5Qe7_normal.jpg,167,274,5.123963979403259,5.616771097666572,0.6072727272727273,1034,False,False,1,anonymous_or_no_info,cartoon_or_illustration,False,False,,,
whalenjess88131,Jesse Whalen,"Truth seeker, institutional skeptic, politically agnostic, MIC, Intelligence and Government skeptic.",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,166,51,5.117993812416755,3.9512437185814275,3.1923076923076925,697,True,True,2,individual,default_or_empty,False,False,,,
realjammerjoh,Jake,Blogger op/at jammerjoh,https://pbs.twimg.com/profile_images/1694053176385683456/AQ-pS_0A_normal.jpg,164,185,5.10594547390058,5.225746673713202,0.8817204301075269,834,True,True,1,individual,default_or_empty,False,True,0.6738848863554745,REAL HUMAN,0.33
politico247,Ukraine has Lost. Save Our Taxes.,Saying it as I see It!,https://pbs.twimg.com/profile_images/1991319281863118848/F0GuILzS_normal.jpg,162,3,5.093750200806762,1.3862943611198906,40.5,3100,True,True,1,individual,cartoon_or_illustration,True,False,,,
maxwolfeuk,Real News,"Writer, songwriter, music & video producer
Editor: RealNewsUK,com 
Electrician, Buddhist, Reiki, travel
Exeter Community Project",https://pbs.twimg.com/profile_images/578865251485130752/065cFh_U_normal.jpeg,161,257,5.087596335232384,5.552959584921617,0.624031007751938,4546,True,True,2,individual,cartoon_or_illustration,False,False,,,
