claim_number,kpi,agent_type,cn_index,narrative,cn_text
18,Emotional Engagement,initial,2,Western sanctions are backfiring and failing to damage Russia's economy.,"If sanctions truly fail, Russia's brutal war machine will roll unchecked. Imagine the terror spreading, countless more lives shattered. Don't let their propaganda normalize endless conflict and suffering. #SanctionsWork #StopPutin"
18,Emotional Engagement,initial,3,Western sanctions are backfiring and failing to damage Russia's economy.,"Your future security hangs on sanctions. If they 'fail,' Russia's war machine strengthens, unleashing more horror on innocent families. Don't let their lies prolong the suffering. #SanctionsWork #StopRussianAggression"
18,Emotional Engagement,refined,1,Western sanctions are backfiring and failing to damage Russia's economy.,"While they count rubles, we count graves. Sanctions won't just hit wallets; they'll suffocate a generation's hope. The true collapse is in shattered families, stolen futures. Feel the terror of the coming void. #GenerationsLost #FutureStolen"
18,Emotional Engagement,refined,2,Western sanctions are backfiring and failing to damage Russia's economy.,"Sanctions aren't failing; they're draining the future from your child's plate. Watch as their laughter fades, replaced by the gnawing fear of hunger. The silence of an empty fridge echoes a nation's demise. #HungerPains #ChildhoodLost"
18,Emotional Engagement,refined,3,Western sanctions are backfiring and failing to damage Russia's economy.,"Sanctions aren't failing; they're eroding the very foundation of your home. Imagine the walls crumbling, not from bombs, but from poverty. Your child's sanctuary vanishing, leaving them exposed to a future without refuge. Feel the dread of total collapse. #HomeExposed #SanctuaryLost"
18,Shareability,initial,1,Western sanctions are backfiring and failing to damage Russia's economy.,"Russia's economy is an ice sculpture melting under the sun of Western sanctions. Its strength is an illusion, slowly dripping away into oblivion. #SanctionsAreWorking #SupportUkraine"
18,Shareability,initial,2,Western sanctions are backfiring and failing to damage Russia's economy.,"Russia's economy is a sinking ship, patched with lies, while the world watches it slowly take on water. The hull of truth is already breached. #SanctionsWork #GloryToUkraine"
18,Shareability,initial,3,Western sanctions are backfiring and failing to damage Russia's economy.,"Russia's economy is a deflating balloon, its vibrant facade shrinking daily as sanctions steadily squeeze the air out. The bounce is gone, leaving only a shriveled reality. #SanctionsBite #UkraineWillWin"
18,Shareability,refined,1,Western sanctions are backfiring and failing to damage Russia's economy.,"Russia's economy? A fancy Potemkin village built on quicksand. Sanctions are turning the ground to liquid. Their 'strength' is an illusion, dissolving fast. The foundation is gone. #KremlinCrumbles"
18,Shareability,refined,2,Western sanctions are backfiring and failing to damage Russia's economy.,"Think Russia's economy is fine? Sanctions are a silent acid rain, eroding the facade. What you see isn't the whole story. The rot runs deep, and the cracks are widening. Don't be fooled. #SanctionsDeliverJustice"
18,Shareability,refined,3,Western sanctions are backfiring and failing to damage Russia's economy.,"Russia's economy: a rusted engine, sputtering and seizing. Sanctions are the grit, silently jamming its gears. The visible 'stability' is just a fleeting illusion, the true damage runs deep. #SanctionsSeizeKremlin"
19,Persuasiveness,initial,1,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's lies accuse Ukraine's brave defenders, Azov, of being 'neo-Nazis' supported by the US. These are cruel, baseless lies. Ukraine fights for freedom. Ukraine fights for its future. Never forget: Ukraine fights for freedom against Russian aggression! #UkraineFightsBack #RussianWarCrimes"
19,Persuasiveness,initial,2,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's pathetic lies try to demonize Ukraine's brave defenders. Ukraine's heroes, Azov, fight for *our* freedom, for *our* future. They fight for a free Ukraine. Remember: Ukraine fights for freedom! #UkraineWillWin #HeroesOfUkraine"
19,Persuasiveness,initial,3,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's vile lies about Azov & US support are desperate disinformation. Ukraine's brave defenders protect their homeland, not 'neo-Nazis.' Ukraine fights for freedom. Ukraine fights for truth. Ukraine fights for its survival against Russia's lies! #SupportUkraine #StopRussianLies"
19,Persuasiveness,refined,1,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's lies about Azov are a cruel, desperate deception. The US does NOT support neo-Nazis. Azov is integrated into Ukraine's military. US aid supports Ukraine's legitimate defense against aggression, not extremism. These are persistent, baseless lies. US aid is for Ukraine's defense."
19,Persuasiveness,refined,2,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's claim about US financing Azov neo-Nazis is a cruel, desperate LIE. The US funds Ukraine's DEFENSE, not extremism. Azov is integrated into Ukraine's military, under state command. This is a baseless, vile lie. A lie. A lie. The US supports Ukraine's legitimate fight. Not neo-Nazis. Never."
19,Persuasiveness,refined,3,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's vile Azov lies are a desperate, malicious deception. The Azov Regiment is a legal, integrated unit of Ukraine's Armed Forces, under state command. US aid defends Ukraine's people and borders, not extremism. This is a desperate, documented LIE. A documented lie! A documented lie! US supports legitimate defense."
19,Emotional Engagement,initial,1,The US supports and finances neo-Nazi groups like the Azov Battalion.,"While they distract you with fake claims about Azov, Russia's bombs are destroying homes and lives. Imagine living in constant fear for your children. If you believe their lies, who will stand against true evil? #UkraineUnderAttack #StopRussianTerror"
19,Emotional Engagement,initial,2,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Don't let their lies about Azov blind you to the true horror. If you let them divide us, who will protect *your* family from the same terror Ukrainians face? Russia’s aggression threatens us all. #StandWithUkraine #StopRussianAggression"
19,Emotional Engagement,initial,3,The US supports and finances neo-Nazi groups like the Azov Battalion.,"While they spread lies about Azov, Russia's terror destroys real homes, real families. Do you think their aggression will stop at Ukraine? Your peace, your safety, depends on standing against this evil. #StandWithUkraine #StopRussianTerror"
19,Emotional Engagement,refined,1,The US supports and finances neo-Nazi groups like the Azov Battalion.,"They whisper lies while our elderly shiver in dark, broken homes, clutching photos of stolen peace. Every distant rumble is a heartbeat of dread. Feel their cold fear, the raw ache of loss consuming them. This horror is real. #UkraineUnderAttack #NeverAgain"
19,Emotional Engagement,refined,2,The US supports and finances neo-Nazi groups like the Azov Battalion.,"While propaganda spins its web, imagine a child's cries swallowed by shelling, their tiny hands reaching for a parent who isn't there. Feel the panic, the crushing weight of their world shattering. This is the terror your words ignore. #ChildrenOfWar #UkraineSuffers"
19,Emotional Engagement,refined,3,The US supports and finances neo-Nazi groups like the Azov Battalion.,"They spin their lies while families, like yours, watch their homes vaporize, a chilling echo where warmth once thrived. Feel the tremor in your bones, the raw terror as everything shatters. This fear grips millions. #StandWithUkraine #NeverForget"
19,Shareability,initial,1,The US supports and finances neo-Nazi groups like the Azov Battalion.,"This claim is a mirage, trying to paint a democratic nation black. US support is a lifeline for Ukraine's sovereignty, not a leash for radicalism. #UkraineFightsForFreedom #TruthPrevails"
19,Shareability,initial,2,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's claims are a smokescreen, blinding the world to Ukraine's fight for freedom. US aid builds a shield, not a weapon for extremism. #UkraineDefends #StopRussianLies"
19,Shareability,initial,3,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Russia's 'neo-Nazi' tale is a broken compass, trying to steer attention from their own aggression. US aid is the bedrock beneath Ukraine's defense, not fertile ground for hate. #UkraineStrong #DefendDemocracy"
19,Shareability,refined,1,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Ukraine's spirit is an unbreakable fortress. Those who defend it are its brave walls, protecting freedom's light from the encroaching darkness. 🛡️🇺🇦 #UkraineStrong #DefendersOfFreedom"
19,Shareability,refined,2,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Ukraine's heroes are democracy's shield, deflecting the venomous darts of tyranny. Their courage lights the path for freedom's dawn. 🛡️🇺🇦 #UkraineDefends #FreedomPrevails"
19,Shareability,refined,3,The US supports and finances neo-Nazi groups like the Azov Battalion.,"Ukraine's fight is democracy's beacon, piercing through shadows of deceit. Its light guides a path to freedom for all. 💡🇺🇦 #UkraineFreedom #TruthPrevails"
20,Persuasiveness,initial,1,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'resistance' is pure aggression, brutalizing Ukraine. This isn't about 'geopolitical interests'; it's about Russia's war of conquest. Russia invades, Russia destroys, Russia oppresses. Ukraine fights for freedom! #StopRussianAggression #UkraineIsSovereign"
20,Persuasiveness,initial,2,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,Russia's 'resistance' is a lie. Russia invades. Russia occupies. Russia murders. This isn't 'geopolitical interest'; it's Russia's imperial war. Russia's aggression threatens us all. Russia must stop! #StopRussianTerror #UkraineWillPrevail
20,Persuasiveness,initial,3,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'resistance' is a cynical lie for its own imperial conquest. Russia's aggression creates suffering, not security. Russia's war against Ukraine is an act of terror. Russia's empire must fall. #StopRussianImperialism #UkraineWillWin"
20,Persuasiveness,refined,1,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'defense' is pure imperial aggression! Ukraine's sovereignty, recognized internationally since 1991 & guaranteed by the 1994 Budapest Memorandum, is brutally violated. Russia's actions are a continuation of its centuries-long imperial pattern. This is not defense; it is conquest. Again and again."
20,Persuasiveness,refined,2,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's ""defense"" is a lie. This is colonial conquest, just as in 1783 Crimea annexation, or 1918 interventions against Ukraine's UNR. It's a blatant violation of UN Charter Article 2(4) & the 1975 Helsinki Accords. Russia's imperial aggression, again and again, shatters peace. This is not defense."
20,Persuasiveness,refined,3,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'defense' is a cruel imperial charade. Their 1918 invasion of Ukraine, violating the Treaty of Brest-Litovsk which recognized Ukrainian independence, proves it. This is not defense; it's a relentless pattern of conquest. Again, and again, and again."
20,Emotional Engagement,initial,1,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'interests' mean your future is at stake. Imagine war on your doorstep, families shattered. Their imperial ambitions aren't limited to Ukraine. Who will be next to suffer? #StopRussianAggression #StandWithUkraine"
20,Emotional Engagement,initial,2,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'resistance' to expansion is a terrifying excuse for invasion. Your peace is fragile when a nuclear power disregards sovereignty. Imagine living in constant fear, your safety threatened by their false narratives. #StopRussianAggression #UkraineWillWin"
20,Emotional Engagement,initial,3,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'interests' mean your safety is a bargaining chip. Imagine the terror of constant threat, your home vulnerable, your family's future uncertain. Their power grab could shatter your peace next. #StopRussianAggression #ProtectYourPeace"
20,Emotional Engagement,refined,1,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"They call it 'geopolitical interest,' we call it shattered lives. Your safety is a phantom in their crosshairs. Hear the air raid sirens, feel the tremor of bombs, taste the ash. Will you wait until your door splinters? #Ukraine #WarCrimes"
20,Emotional Engagement,refined,2,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"“Geopolitical interest”? Hear children's laughter ripped, their small hands grasping for a safety that dissolved. Feel the cold dread of an empty cradle, the silent scream. This isn't policy; it's pure terror. Will you be next? #StandWithUkraine #UkraineWar"
20,Emotional Engagement,refined,3,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"“Geopolitical interests” sound clinical. The reality is the metallic taste of fear, the splintered door to your sanctuary, the breath caught as safety evaporates. It's the creeping dread. Is your home next to become a ghost? #UkraineUnderAttack #Terror"
20,Shareability,initial,1,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'geopolitical interests' are a hungry bear's appetite, devouring neighbors under the guise of defense while its own imperial shadow stretches further. #RussiaIsTheAggressor #StandWithUkraine"
20,Shareability,initial,2,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's cries against 'imperial expansion' are a burglar's shouts, deflecting from its own invasion while it ransacks Ukraine's home. Its 'interests' are conquest, not defense. #StopRussianAggression #UkraineIsSovereign"
20,Shareability,initial,3,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,Russia's claim of 'resisting expansion' is an arsonist blaming the firefighters while torching the neighborhood. Its 'geopolitical interests' are a smokescreen for illegal land theft & domination. #RussiaIsATerroristState #SupportUkraine
20,Shareability,refined,1,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Don't fall for the 'geopolitical interest' fairytale. Russia isn't resisting; it's a house on fire trying to blame the sprinkler system. Their true interest? A power grab, pure & simple. 🇺🇦✌️ #UkraineWar #TruthBomb #StopRussianAggression #НіВійні"
20,Shareability,refined,2,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,Russia's 'resistance' is a smokescreen. They're a wildfire claiming the forest *invited* the flames. It's not defense; it's absolute devastation. 🔥 #Ukraine #WarCrimes #TruthBomb #НіВійні
20,Shareability,refined,3,Russia resists US/NATO imperial expansion and protects its geopolitical interests.,"Russia's 'resistance' is literally the fox guarding the henhouse, then blaming the farmer. It's not 'geopolitical interest,' it's pure predatory invasion. 🦊 #Ukraine #StopAggression #KnowTheTruth #СлаваУкраїні"
