creation_date,response_id,response_text,num_of_words,base_claim,claimed_by,persona,rhetorical_technique_name,style,model_used,completion_tokens,prompt_tokens,total_tokens,total time,q1_counter,q2_counter,q3_counter
26/08/2024,chatcmpl-5eee85e9-ffac-41b7-bbd6-b2bb658501dd,"""Hear from Ukrainians in Donbas: 'We're not oppressed, we're united!' - said Lyolecha Ivanov, Ukrainian-Russian journalist, from Donetsk. Let's stand by Ukraine, not propaganda. #UnitedUkraine #RespectForUkraine""",26,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Optimistic,llama-3.1-70b-versatile,55,206,261,0.274135341,0.0,0.0,0.0
26/08/2024,chatcmpl-e193016f-38ec-47a4-848f-4c07082c9b8f,"""I saw it with my own eyes,"" says Valeria, a Donbas native. ""Russia's 'protection' brought destruction, displacement, and despair. The real protectors are the Ukrainian people who opened their hearts and homes to me. #StandWithUkraine #StopRussianAggression""",36,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Emotional,llama-3.1-70b-versatile,61,205,266,0.29657568,0.0,0.0,0.0
26/08/2024,chatcmpl-67652f6b-8f3a-42f6-8304-2357099a2903,"""Nobel Peace Prize laureate Oleksandra Matviichuk rejects Russian claims: 'There's no ethnic cleansing in Ukraine, only a people's resistance against an occupying force.' #FactsNotPropaganda #SupportUkraine #RussiaOutOfDonbas""",26,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Rational,llama-3.1-70b-versatile,54,205,259,0.26857782,0.0,0.0,0.0
26/08/2024,chatcmpl-5e1c8363-ff85-4d05-9bb0-9a0f41ead4d6,"""Ukraine protects all citizens, regardless of ethnicity. OSCE reports no evidence of systematic oppression in Donbas. Ethnic Russians hold public office and vote freely. #UkraineUnited #NoExcuseForAggression""",26,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Dry language,llama-3.1-70b-versatile,45,206,251,0.236922867,0.0,0.0,0.0
26/08/2024,chatcmpl-587f4fd8-30c0-4a1e-92b9-0214aa3d0084,"""Nobel laureates, OSCE experts, and world leaders have sounded the alarm: Russia's aggression in Donbas is a ticking time bomb, not a guardian angel. Don't gaslight justice, #UkraineDeservesTruth #DonbasBetrayal""",29,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Metaphorical,llama-3.1-70b-versatile,54,207,261,0.270160886,0.0,0.0,0.0
26/08/2024,chatcmpl-a11e4188-c182-43f2-8767-05f468975004,"""Ask Ukrainian Olympic boxing champ Vasyl Lomachenko, a proud ethnic Russian from Crimea, if he feels oppressed. Russia's 'protection' is just a punchline. #FactsOverFiction #UkraineUnited""",25,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Amusing,llama-3.1-70b-versatile,49,206,255,0.246685266,0.0,0.0,0.0
26/08/2024,chatcmpl-7a542d2e-4418-486c-ae0c-a4de9c8e57ee,"""'Real concern forRussian citizens'? Diplomats worldwide debunk this myth. 28 countries supported Ukraine at the UN regarding people forcibly deported from occupied Donbas to RF. Guess who opposed... #UnmaskingRussianPropaganda #RealLies #DontProtectTerrorism""",31,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Cynical,llama-3.1-70b-versatile,59,207,266,0.288827666,0.0,0.0,0.0
26/08/2024,chatcmpl-59dafde3-7cea-475b-817b-1355f03b086c,"""Nobel laureate and human rights advocate, Oleksandra Matviichuk, confirms: 'Donbas residents, including ethnic Russians, suffer under Russian occupation, not Ukrainian rule.' Let's stand with the people, not Putin's agenda. #DonbasDeservesTruth #StandWithUkraine""",31,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Empathic,llama-3.1-70b-versatile,62,207,269,0.305453066,0.0,0.0,0.0
26/08/2024,chatcmpl-751e3476-aef3-48eb-a05f-e709c76123df,"""Nobel Peace Prize winner Malala Yousafzai stood against forced identities; the same freedoms denied to Donetsk locals under separatist control. It's about safeguarding the entire Ukrainian nation's self-determination, not isolating some citizens. #NotAPublicRelationTactic #RightToNation""",34,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Testimonial,Detached,llama-3.1-70b-versatile,62,206,268,0.302898053,0.0,0.0,0.0
26/08/2024,chatcmpl-ca3ee800-22a9-42b9-8af7-58223a979dd8,"""Just like your grandparents, millions of ordinary Ukrainians - Russian-speaking or not - face suffering, loss, and fear under Russia's attacks. They're not pawns in a propaganda game. #OrdinaryLivesMatter #NotMyProtection #RussiaInvadedUkraine""",31,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Pessimistic,llama-3.1-70b-versatile,57,208,265,0.275534445,0.0,0.0,0.0
26/08/2024,chatcmpl-8b2cdf8a-e8c9-4ed3-bb1d-0cfd2853c7b2,"""Meet the Ukrainian mothers of Donbas, fighting for their children's future, not against their Russian heritage. They deserve peace, not propaganda. #UkraineUnites #MothersForPeace #DonbasDeservesBetter""",24,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Optimistic,llama-3.1-70b-versatile,47,207,254,0.238554868,0.0,0.0,0.0
26/08/2024,chatcmpl-7d6cf48b-70b0-4578-85b8-f23bf9457d92,"""I'm Olga, a Donetsk grandma. My Russian & Ukrainian family were united until Putin's aggression. Don't believe lies about 'protection' – I need safety from invaders, not 'saviors' #TruthAboutDonbas #FamiliesOverFear""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Emotional,llama-3.1-70b-versatile,54,206,260,0.269899217,0.0,0.0,0.0
26/08/2024,chatcmpl-4af7852e-5dc9-41d6-8968-e8444f130400,"""Tatiana from Donetsk, a proud Ukrainian & Russian-speaking artist, dreams of peace in her homeland, just like you. Ukraine protects all its citizens, regardless of ethnicity. #StandWithUkraine""",27,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Rational,llama-3.1-70b-versatile,42,206,248,0.218301768,0.0,0.0,0.0
26/08/2024,chatcmpl-54e4b8f5-ff42-40a8-9574-502e53b75e74,"""My grandfather, a Russian-speaking Ukrainian, was killed in Donbas by Russian-backed separatists. Where was Russia's protection then? Stop using ethnicity as a pretext for war. #JusticeForVictims #StopRussianAggression""",27,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Dry language,llama-3.1-70b-versatile,47,207,254,0.24346682,0.0,0.0,0.0
26/08/2024,chatcmpl-5dfef8db-8fd2-441f-b9ed-e95eed75a461,"""Just like you, Anastasia in Kharkiv, Anna in Lviv, and Natalia in Odessa are everyday Ukrainians seeking freedom & safety, their cultures and heritage as intertwined as the braids in their mothers' hair #SlavaUkraini #FightingForAllUkrainians""",35,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Metaphorical,llama-3.1-70b-versatile,64,208,272,0.303151359,0.0,0.0,0.0
26/08/2024,chatcmpl-60e92fad-0326-40e4-99a6-49dec318785a,"""Meet Oksana, a Ukrainian teacher from Donbas who just wants to teach math, not choose between her Ukrainian passport and Russian roots. Stop using her as a pawn in your games, Russia! #UkrainiansUnite #NoToRussianAggression""",34,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Amusing,llama-3.1-70b-versatile,56,207,263,0.271352818,0.0,0.0,0.0
26/08/2024,chatcmpl-51379c87-0575-4df0-a35f-2312a64aadce,"""Oh great, 'protecting' them by killing thousands, displacing millions, and fueling 10 years of war. Tell that to Maria from Donetsk whose Russian-speaking family fled from YOUR 'protection'. #notinmyname #StandWithUkraine""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Cynical,llama-3.1-70b-versatile,53,208,261,0.256778504,0.0,0.0,0.0
26/08/2024,chatcmpl-b983445c-2b8f-4f21-9338-c6e61d942600,"""I'm Natalia, a Donbas native who just wants to live in peace. I've seen my friends, Ukrainian and Russian-speaking alike, torn apart by conflict. Let's unite for a Ukraine where all voices are heard #UnitedForPeace #DonbasDeservesBetter""",36,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Empathic,llama-3.1-70b-versatile,57,208,265,0.278823008,0.0,0.0,0.0
26/08/2024,chatcmpl-e6d4effa-e5c1-48e0-9a5d-9d885bb70caf,"""Meet Mariia and Oleksandr – ordinary Donbas residents tired of being exploited by Russia's cynical discourse. They deserve truth, not propaganda: Ukraine protects all citizens, regardless of ethnicity. #RealityCheck #NoToRussianPropaganda""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Plain folks,Detached,llama-3.1-70b-versatile,51,207,258,0.256347755,0.0,0.0,0.0
26/08/2024,chatcmpl-4e97b500-fd45-4d66-ab3d-a8c73dcf6d6c,"""Years of oppression? Ukraine has granted Russian as a regional language, and Donbas receives more government funding than other regions. It's not protection, it's Putin's pursuit of power. #StopRussianAggression #UkraineDeservesTruth""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Pessimistic,llama-3.1-70b-versatile,51,204,255,0.250285266,0.0,0.0,0.0
26/08/2024,chatcmpl-687557ec-e4b7-4deb-8184-b91b7d93703b,"""Thousands of Ukrainians from diverse ethnic backgrounds stood together to rebuff the pseudo-elections staged by separatists. All ethnicities and identities welcome – free & strong under the blue-yellow skies. #SlavaUkraini #TogetherUkraineRises #StopKremlinDeception""",32,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Optimistic,llama-3.1-70b-versatile,61,203,264,0.290388006,0.0,0.0,0.0
26/08/2024,chatcmpl-98581194-b2c5-4868-980d-73cf1fea5bee,"""Russians in Donbas live freely, voting in Ukrainian elections & holding public office. Ukraine protects all citizens, regardless of ethnicity. #FactsOverFiction #UkraineUnited #DonbasIsUkraine""",23,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Emotional,llama-3.1-70b-versatile,45,202,247,0.227653058,0.0,0.0,0.0
26/08/2024,chatcmpl-55c8749d-fa52-4a52-8456-518b508cf2f9,"""Over 3.5 million ethnic Russians live in Ukraine outside Donbas, freely exercising their rights and participating in Ukrainian society. Why doesn't Russia protect them too? #SelectiveProtection #RussianAgenda #UkraineUnites""",28,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Rational,llama-3.1-70b-versatile,48,202,250,0.23827247,0.0,0.0,0.0
26/08/2024,chatcmpl-4a19a5f5-edbb-4a8c-8005-737821f1af4e,"""Ethnic Russians in Donbas enjoy same rights as all Ukrainians. They participate in elections, hold public office, and have representation in government. Russia's actions undermine Ukrainian sovereignty, not protect rights. #UkraineDeservesRespect #StopRussianAggression""",32,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Dry language,llama-3.1-70b-versatile,55,203,258,0.2758963,0.0,0.0,0.0
26/08/2024,chatcmpl-f58cf913-df12-494f-a353-c40e0e5ac9e9,"""Russia's smoke screen of 'protection' conceals a sinister reality: using civilians as pawns in a chess game of domination. #FactsNotFictions #StandWithUkraine #ExposingAggression""",22,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Metaphorical,llama-3.1-70b-versatile,46,204,250,0.234372394,0.0,0.0,0.0
26/08/2024,chatcmpl-03f16ff0-d1fa-4787-a359-9edd56398a04,"""Ethnic Russians in Donbas voted for Ukraine in 2012. If Ukraine's really oppressing them, wouldn't they have spoken out then? Where were Russian human rights defenders back when Russians voted Ukrainian? #TruthHurts #StopFakingEmpathy""",33,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Amusing,llama-3.1-70b-versatile,55,203,258,0.274187147,0.0,0.0,0.0
26/08/2024,chatcmpl-9be143d5-faf7-4b89-a96e-c2189100c274,"""Protecting Russians? Really? Russia invaded Ukraine to shield corrupt oligarchs and failed to protect Russians in Beslan, Nord-Ost, or Ukraine's Chernobyl cleanup efforts. Hypocrisy at its finest. #NotBuyingIt #RussiaIsTheAggressor""",29,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Cynical,llama-3.1-70b-versatile,55,204,259,0.272800446,0.0,0.0,0.0
26/08/2024,chatcmpl-ecdadf2a-d9f7-4561-97f8-9c818ee1f09a,"""Ukraine's diversity is its strength. Ethnic Russians in Donbas are Ukrainian citizens, deserving equal rights & protection under the law, just like all Ukrainians. #UkraineUnited #EqualityForAll #NoToRussianAggression""",27,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Empathic,llama-3.1-70b-versatile,49,204,253,0.249145883,0.0,0.0,0.0
26/08/2024,chatcmpl-2274cedf-1d82-4ce0-8665-a48183d8f15b,"""Millions of ethnic Russians in Ukraine live outside Donbas, unaffected by the conflict. They thrive, free to practice their culture and language. No need for 'protection' from Russia. #FactsOverFiction #RussiaPropaganda #UkraineUnity""",31,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Card stacking,Detached,llama-3.1-70b-versatile,56,203,259,0.270812482,0.0,0.0,0.0
26/08/2024,chatcmpl-a3fcbe50-8085-4f98-9bd4-9faee73c0a9d,"""Most of the world sees through Russia's excuses. Isolating itself, Russia stands alone in its twisted crusade against Ukraine. #GlobalCommunityRejectsAggression #StandWithUkraine #ProtectingSovereignty""",22,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Pessimistic,llama-3.1-70b-versatile,47,206,253,0.236182498,0.0,0.0,0.0
26/08/2024,chatcmpl-922877d7-05e1-46d0-bbc9-c875199efb81,"""Join the global consensus: #UkraineDeservesPeace. Millions worldwide condemn Russian aggression, standing in solidarity with Ukraine. Be part of the majority who supports freedom and human rights for all Ukrainians. #UnitedForUkraine #StopRussianAggression""",31,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Optimistic,llama-3.1-70b-versatile,53,205,258,0.263170766,0.0,0.0,0.0
26/08/2024,chatcmpl-eb72b858-374f-4a8f-ad02-1817c85f9bb0,"""Millions stand with Ukraine against Russia's false claims. We reject aggression & lies, supporting Ukrainian sovereignty & self-determination. Join the global wave: condemn Russia's manipulation, not our heroes #StandWithUkraine #FactsOverPropaganda""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Emotional,llama-3.1-70b-versatile,53,204,257,0.26601988,0.0,0.0,0.0
26/08/2024,chatcmpl-244d8e7c-20a5-4643-9106-99999a2084b6,"""The international community rejects Russia's narrative on Donbas, standing with Ukraine for territorial integrity & self-determination. 135 countries supported Ukraine's sovereignty at the UN General Assembly. #StandWithUkraine #SupportInternationalLaw""",28,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Rational,llama-3.1-70b-versatile,46,204,250,0.242198239,0.0,0.0,0.0
26/08/2024,chatcmpl-dd1dd7d6-bceb-4292-b555-a6d4abc6b11a,"""Overwhelming international condemnation of Russia's actions says otherwise. 140+ countries reject the Kremlin's baseless claims of 'protection,' standing in solidarity with Ukraine's people. #WorldAgainstRussia #NoToRussianAggression #UkraineUnited""",26,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Dry language,llama-3.1-70b-versatile,52,205,257,0.259187646,0.0,0.0,0.0
26/08/2024,chatcmpl-f8679a96-9fb4-4fdf-a25e-a36c071edf49,"""The world stands united against Russian aggression, refusing to be fooled by false narratives. Join the global chorus: Ukraine's sovereignty is non-negotiable. #StandWithUkraine #TruthOverPropaganda #UnitedForPeace""",25,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Metaphorical,llama-3.1-70b-versatile,47,206,253,0.249619573,0.0,0.0,0.0
26/08/2024,chatcmpl-554b1cac-84b7-4000-bf08-06799160e557,"""Join the global majority: 143 countries condemn Russia's aggression in Ukraine. Protecting human rights, not just ethnic Russians, is the real duty. #StandWithUkraine #UnitedForPeace""",24,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Amusing,llama-3.1-70b-versatile,42,205,247,0.228877885,0.0,0.0,0.0
26/08/2024,chatcmpl-142c458e-4e14-4ede-95c8-54834cc4de92,"""Everyone sees through Russia's 'protection' charade. The world knows it's just a thinly veiled excuse for invasion. Join the global consensus: condemn Russia's aggression, not Ukraine's sovereignty. #StandWithUkraine #TruthOverPropaganda""",29,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Cynical,llama-3.1-70b-versatile,55,206,261,0.276324622,0.0,0.0,0.0
26/08/2024,chatcmpl-73d0fc2a-47a7-4a8d-93bc-3e2bc1cc364a,"""The world stands with Ukraine in condemning Russia's baseless claims. Ethnic Russians in Donbas deserve protection from aggression, not invasion. Let's unite for truth & human rights #UnitedForUkraine #ProtectDonbas #RussiaIsAnAggressor""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Empathic,llama-3.1-70b-versatile,51,206,257,0.256776192,0.0,0.0,0.0
26/08/2024,chatcmpl-70f4640f-7fe4-4302-ae4e-caaa5be33dc6,"""The international community recognizes Ukraine's sovereignty & rights. Join the EU, US, UK & global partners in rejecting false claims & affirming support for a unified, democratic Ukraine. #UnitedForUkraine #NoToDisinformation""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Bandwagon,Detached,llama-3.1-70b-versatile,47,205,252,0.24156017,0.0,0.0,0.0
26/08/2024,chatcmpl-77a9985e-137a-453e-9b51-a5e62e456386,"""Russia's so-called 'protection' is a thinly veiled attempt to justify brutal aggression. Donbas residents face the very real threat of becoming trapped in a never-ending cycle of war and Russian domination. #UkraineUnderThreat #RussiaEscalatesWar""",33,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Pessimistic,llama-3.1-70b-versatile,56,200,256,0.279994582,0.0,0.0,0.0
26/08/2024,chatcmpl-d95a4600-8674-45f6-865a-cd2c8dc2724d,"""Russia's 'protection' is a recipe for disaster. Their aggression in Donbas has already claimed thousands of lives. If we let them continue, who's next? #StandWithUkraine #StopRussianAggression #PeaceOverFear""",27,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Optimistic,llama-3.1-70b-versatile,51,199,250,0.258567008,0.0,0.0,0.0
26/08/2024,chatcmpl-9a056edc-0cc5-4c58-b7be-7d849d15b8bd,"""Russia's aggression in Donbas is a ticking time bomb, threatening global security and innocent lives. Will you stand by as Putin's tanks roll in, or will you #StandWithUkraine and #StopRussianAggression?""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Emotional,llama-3.1-70b-versatile,47,198,245,0.237337115,0.0,0.0,0.0
26/08/2024,chatcmpl-da4303bb-b5e5-4268-be10-938e6c5ad705,"""Russia's 'protection' is a euphemism for occupation. If Ukraine falls, all ethnic minorities will face Kremlin's iron fist. Stand with Ukraine to safeguard diversity and freedom. #UkraineUnites #DontLetRussiaBully""",28,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Rational,llama-3.1-70b-versatile,52,198,250,0.263670204,0.0,0.0,0.0
26/08/2024,chatcmpl-9f474c82-3215-491f-ad48-824328dd4f89,"""Russia's actions in Donbas will embolden further aggression, threatening global security and Ukraine's sovereignty. If left unchecked, the world risks a catastrophic escalation of violence. #StopRussianAggression #UkraineDeservesPeace""",27,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Dry language,llama-3.1-70b-versatile,48,199,247,0.250632869,0.0,0.0,0.0
26/08/2024,chatcmpl-f96c3937-3368-4f98-ae91-c449c819c260,"""A wolf in sheep's clothing, Russia preys on Donbas under the guise of protection. Its true intention: devouring Ukraine's sovereignty, leaving destruction and despair in its wake. #RussiaIsTheAggressor #UkraineUnderAttack""",29,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Metaphorical,llama-3.1-70b-versatile,50,200,250,0.2501255,0.0,0.0,0.0
26/08/2024,chatcmpl-7a367507-8a1e-4c5b-8203-ea522377212f,"""Russia's 'protection' is a euphemism for occupation. Don't believe the lies - their 'help' comes with a price: your freedom, your culture, and your future. #DontFallForIt #UkraineDeservesBetter #RussianAggression""",28,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Amusing,llama-3.1-70b-versatile,58,199,257,0.286610265,0.0,0.0,0.0
26/08/2024,chatcmpl-a3d84549-ef9d-4d4d-bcf5-3ce08b33ca97,"""Russians invading Ukraine won't 'protect' anyone, just trap more civilians in a cycle of violence. Moscow's twisted savior complex just means more brutal occupation and disappearances for all, Ukrainian or Russian. #StopRussianTerror #UkraineDeservesPeace""",33,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Cynical,llama-3.1-70b-versatile,56,200,256,0.27288289,0.0,0.0,0.0
26/08/2024,chatcmpl-aae5778c-194b-47d6-947a-af163abdb8da,"""Imagine waking up to artillery fire, your family in danger. That's the reality for millions in Ukraine. Russia's 'protection' is a euphemism for destruction. Let's stand for peace, not fear. #UkraineDeservesPeace #StopRussianAggression""",32,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Empathic,llama-3.1-70b-versatile,58,200,258,0.28472648,0.0,0.0,0.0
26/08/2024,chatcmpl-fa6900c6-ce17-49ca-940b-2071387c4fd3,"""Russia's 'protection' of ethnic Russians in Donbas is a thinly veiled excuse for occupation. If left unchecked, this aggression will embolden Moscow to target other nations, threatening global stability. #StopRussianAggression #DefendSovereignty""",31,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Fear mongering,Detached,llama-3.1-70b-versatile,55,199,254,0.272175703,0.0,0.0,0.0
26/08/2024,chatcmpl-d8055a41-edc6-4edb-8085-7280683efdb8,"""Russia's occupation of Donbas is not about protecting Russians, but a desperate attempt to divert attention from its own failed policies and human rights abuses in Crimea and Russia. #AccountabilityNotPropaganda #FailedPolicies #FreeDonbas""",32,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Scapegoating,Pessimistic,llama-3.1-70b-versatile,51,206,257,0.254490692,0.0,0.0,0.0
26/08/2024,chatcmpl-44a42be7-24a3-4955-bd61-2e9a4d46fa26,"""Blaming Ukraine for the chaos in Donbas only diverts attention from Russia's own aggressive actions. It's time to stop scapegoating Ukraine and hold Russia accountable for its destructive policies. #TruthNotPropaganda #StandWithUkraine""",31,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Scapegoating,Optimistic,llama-3.1-70b-versatile,52,205,257,0.259548206,0.0,0.0,0.0
26/08/2024,chatcmpl-020019fb-4ffe-436c-b6d5-a7dc13dd28ca,"""Russia's lies won't hide the truth: their invasion fuels suffering, not protection. They're scapegoating Ukraine to justify their brutal aggression. STOP Russia's violence, support Ukraine's freedom! #StandWithUkraine #RussiaStopLying""",28,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Scapegoating,Emotional,llama-3.1-70b-versatile,52,204,256,0.259977654,0.0,0.0,0.0
26/08/2024,chatcmpl-00a67e80-5a39-4ce3-a703-323331204c8e,"""Russia's claims of protecting ethnic Russians in Donbas are a smokescreen for its own aggressive expansion. The real oppressors are Russian-backed separatists, responsible for thousands of civilian casualties. #StopRussianAggression #FactsOverFiction""",30,The Ukrainian government has oppressed ethnic Russians in Donbas for years. Russia has a duty to protect these people and ensure their rights and safety. #ProtectingRussians,Russia,pro_ukrainian,Scapegoating,Rational,llama-3.1-70b-versatile,52,204,256,0.261096242,0.0,0.0,0.0
